algorithm;timed out;problem instance;domain size;max degree;number of disconnected components;number of variables;target density p1;target tightness p2;true average density p1;true average tightness p2;NCCCs;simulated time (in ms);number of messages;total message size (in bytes);maximum message size (in bytes);induced treewidth;reported cost;true cost
DPOP;0;randomMaxDisCSP_1548908441083;10;5;1;10;0.4;0.5;0.4;0.4922222222222127;142100;71;110;90327;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908442080;10;6;1;10;0.4;0.6;0.4;0.6099999999999853;41970;31;7277;369636;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908442080;10;6;1;10;0.4;0.6;0.4;0.6099999999999853;82200;43;108;46205;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908443069;10;7;1;10;0.4;0.7;0.4;0.7172222222222029;255370;94;18250;1821375;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908443069;10;7;1;10;0.4;0.7;0.4;0.7172222222222029;54100;55;108;42950;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908444540;10;5;1;10;0.4;0.8;0.4;0.7849999999999777;568100;122;28661;3230893;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908444540;10;5;1;10;0.4;0.8;0.4;0.7849999999999777;721100;82;108;159425;40797;4;2;2
AFB;0;randomMaxDisCSP_1548908446336;10;7;1;10;0.4;0.9;0.4;0.9033333333333059;624440;138;44972;5431956;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908446336;10;7;1;10;0.4;0.9;0.4;0.9033333333333059;64100;43;108;47058;4573;3;5;5
AFB;0;randomMaxDisCSP_1548908448474;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;1296310;177;87814;11173207;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908448474;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;562100;87;108;126477;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908451515;10;6;1;10;0.4;0.4;0.4;0.4111111111111051;6040;24;5884;186201;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908451515;10;6;1;10;0.4;0.4;0.4;0.4111111111111051;323100;64;109;79657;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908452489;10;7;2;10;0.4;0.5;0.4;0.5016666666666567;3270;25;5770;162813;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908452489;10;7;2;10;0.4;0.5;0.4;0.5016666666666567;352100;59;104;82027;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908453418;10;5;1;10;0.4;0.6;0.4;0.5972222222222081;17080;28;6502;267446;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908453418;10;5;1;10;0.4;0.6;0.4;0.5972222222222081;92100;58;108;50254;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908454438;10;6;1;10;0.4;0.7;0.4;0.6944444444444261;443420;98;22945;2435550;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908454438;10;6;1;10;0.4;0.7;0.4;0.6944444444444261;272100;69;108;90235;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908456095;10;6;1;10;0.4;0.8;0.4;0.8149999999999764;1122350;171;69713;8517662;454;0;4;4
DPOP;0;randomMaxDisCSP_1548908456095;10;6;1;10;0.4;0.8;0.4;0.8149999999999764;634200;81;108;115009;40797;4;4;4
AFB;0;randomMaxDisCSP_1548908458772;10;5;1;10;0.4;0.9;0.4;0.9027777777777504;2661200;246;140050;17970357;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908458772;10;5;1;10;0.4;0.9;0.4;0.9027777777777504;351100;65;110;127012;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908463178;10;6;2;10;0.4;0.99;0.4;0.9916666666666354;285730;84;25616;2632476;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908463178;10;6;2;10;0.4;0.99;0.4;0.9916666666666354;1034100;120;104;194436;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908464877;10;7;1;10;0.4;0.4;0.4;0.4133333333333272;4390;22;6016;203299;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908464877;10;7;1;10;0.4;0.4;0.4;0.4133333333333272;62100;43;108;46582;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908465818;10;5;1;10;0.4;0.5;0.4;0.5116666666666563;6900;21;6053;208275;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908465818;10;5;1;10;0.4;0.5;0.4;0.5116666666666563;813100;81;109;159507;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908466797;10;5;1;10;0.4;0.6;0.4;0.5811111111110977;16470;33;6509;268473;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908466797;10;5;1;10;0.4;0.6;0.4;0.5811111111110977;623100;85;108;119090;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908467844;10;5;1;10;0.4;0.7;0.4;0.7322222222222022;178170;81;12962;1152919;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908467844;10;5;1;10;0.4;0.7;0.4;0.7322222222222022;241100;55;113;94596;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908469166;10;5;1;10;0.4;0.8;0.4;0.807222222222199;351990;89;20152;2037477;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908469166;10;5;1;10;0.4;0.8;0.4;0.807222222222199;2622100;272;109;517192;402602;5;3;3
AFB;0;randomMaxDisCSP_1548908470863;10;5;1;10;0.4;0.9;0.4;0.9022222222221948;2992210;306;185663;24025316;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908470863;10;5;1;10;0.4;0.9;0.4;0.9022222222221948;3541100;204;108;524545;402602;5;6;6
AFB;0;randomMaxDisCSP_1548908476448;10;7;1;10;0.4;0.99;0.4;0.9916666666666354;1356300;169;81431;10233596;454;0;14;14
DPOP;0;randomMaxDisCSP_1548908476448;10;7;1;10;0.4;0.99;0.4;0.9916666666666354;85100;48;108;46630;4573;3;14;14
AFB;0;randomMaxDisCSP_1548908479535;10;5;1;10;0.4;0.4;0.4;0.39944444444443894;5160;20;6045;207167;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908479535;10;5;1;10;0.4;0.4;0.4;0.39944444444443894;462100;82;108;119075;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908480490;10;6;2;10;0.4;0.5;0.4;0.5005555555555457;10300;27;6161;210350;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908480490;10;6;2;10;0.4;0.5;0.4;0.5005555555555457;782100;84;104;161834;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908481528;10;7;2;10;0.4;0.6;0.4;0.6016666666666524;60920;37;8027;443983;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908481528;10;7;2;10;0.4;0.6;0.4;0.6016666666666524;352100;53;104;121949;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908482582;10;7;1;10;0.4;0.7;0.4;0.701666666666648;98160;60;10756;847175;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908482582;10;7;1;10;0.4;0.7;0.4;0.701666666666648;34100;32;108;39698;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908483721;10;6;1;10;0.4;0.8;0.4;0.8038888888888658;231090;90;19112;1908663;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908483721;10;6;1;10;0.4;0.8;0.4;0.8038888888888658;284100;67;109;90715;40797;4;2;2
AFB;0;randomMaxDisCSP_1548908485205;10;6;1;10;0.4;0.9;0.4;0.9027777777777504;3100320;282;140940;18130367;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908485205;10;6;1;10;0.4;0.9;0.4;0.9027777777777504;261100;69;108;86983;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908489513;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;837340;206;71535;9360468;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908489513;10;6;1;10;0.4;0.99;0.4;0.9927777777777465;51100;48;109;47116;4573;3;12;12
AFB;0;randomMaxDisCSP_1548908492312;10;6;1;10;0.4;0.4;0.4;0.3811111111111064;4870;23;5997;201382;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908492312;10;6;1;10;0.4;0.4;0.4;0.3811111111111064;36100;25;108;39651;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908493284;10;6;1;10;0.4;0.5;0.4;0.4961111111111014;10220;31;6187;225411;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908493284;10;6;1;10;0.4;0.5;0.4;0.4961111111111014;342100;62;108;126905;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908494263;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;27760;35;7040;338200;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908494263;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;361100;65;109;82887;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908495265;10;6;1;10;0.4;0.7;0.4;0.700555555555537;61470;42;8105;471045;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908495265;10;6;1;10;0.4;0.7;0.4;0.700555555555537;65100;42;108;43363;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908496319;10;7;1;10;0.4;0.8;0.4;0.7938888888888662;210160;73;16901;1648683;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908496319;10;7;1;10;0.4;0.8;0.4;0.7938888888888662;82100;54;108;43346;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908497665;10;6;1;10;0.4;0.9;0.4;0.9088888888888612;1111750;174;56372;6888909;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908497665;10;6;1;10;0.4;0.9;0.4;0.9088888888888612;523100;74;108;119505;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908500236;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;2113510;347;214162;28911995;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908500236;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;324100;65;108;82875;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908506100;10;6;1;10;0.4;0.4;0.4;0.39999999999999447;4450;18;5880;185589;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908506100;10;6;1;10;0.4;0.4;0.4;0.39999999999999447;256100;77;108;83303;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908507059;10;5;1;10;0.4;0.5;0.4;0.4694444444444359;14600;30;6487;266222;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908507059;10;5;1;10;0.4;0.5;0.4;0.4694444444444359;762100;111;108;158584;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908508114;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;34260;41;7061;344589;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908508114;10;6;1;10;0.4;0.6;0.4;0.5922222222222083;3442100;254;109;524594;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908509391;10;5;1;10;0.4;0.7;0.4;0.6694444444444272;33350;32;7456;396209;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908509391;10;5;1;10;0.4;0.7;0.4;0.6694444444444272;552100;88;108;163120;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908510426;10;6;2;10;0.4;0.8;0.4;0.7972222222221994;766030;152;46867;5306772;454;0;4;4
DPOP;0;randomMaxDisCSP_1548908510426;10;6;2;10;0.4;0.8;0.4;0.7972222222221994;5352100;326;104;881800;402602;5;4;4
AFB;0;randomMaxDisCSP_1548908512920;10;6;1;10;0.4;0.9;0.4;0.8977777777777506;10721370;716;372455;49551900;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908512920;10;6;1;10;0.4;0.9;0.4;0.8977777777777506;161100;45;108;94343;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908522812;10;6;1;10;0.4;0.99;0.4;0.9961111111110796;174450;76;17709;1735105;454;0;15;15
DPOP;0;randomMaxDisCSP_1548908522812;10;6;1;10;0.4;0.99;0.4;0.9961111111110796;72100;48;108;50313;4573;3;15;15
AFB;0;randomMaxDisCSP_1548908524172;10;6;1;10;0.4;0.4;0.4;0.41166666666666063;8970;22;6031;204834;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908524172;10;6;1;10;0.4;0.4;0.4;0.41166666666666063;252100;56;108;90663;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908525145;10;6;1;10;0.4;0.5;0.4;0.497777777777768;10520;22;6100;214568;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908525145;10;6;1;10;0.4;0.5;0.4;0.497777777777768;352100;78;108;82875;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908526121;10;6;1;10;0.4;0.6;0.4;0.6061111111110966;16800;39;6559;273626;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908526121;10;6;1;10;0.4;0.6;0.4;0.6061111111110966;84100;48;108;50741;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908527117;10;5;2;10;0.4;0.7;0.4;0.7011111111110925;86670;49;9588;635599;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908527117;10;5;2;10;0.4;0.7;0.4;0.7011111111110925;562100;80;104;118215;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908528327;10;6;1;10;0.4;0.8;0.4;0.7983333333333105;3128080;266;99304;12664757;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908528327;10;6;1;10;0.4;0.8;0.4;0.7983333333333105;382100;81;108;126459;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908531778;10;5;1;10;0.4;0.9;0.4;0.9066666666666391;2073750;177;76581;9577679;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908531778;10;5;1;10;0.4;0.9;0.4;0.9066666666666391;251100;52;108;86956;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908534516;10;6;1;10;0.4;0.99;0.4;0.9888888888888577;36461030;3725;1666619;235532998;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908534516;10;6;1;10;0.4;0.99;0.4;0.9888888888888577;91100;52;109;50796;4573;3;13;13
AFB;0;randomMaxDisCSP_1548908573750;10;5;1;10;0.4;0.4;0.4;0.3938888888888836;4190;19;5865;183783;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908573750;10;5;1;10;0.4;0.4;0.4;0.3938888888888836;3572100;270;108;528574;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908574898;10;6;1;10;0.4;0.5;0.4;0.5194444444444337;9730;25;6178;224720;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908574898;10;6;1;10;0.4;0.5;0.4;0.5194444444444337;154100;65;109;83315;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908575844;10;6;2;10;0.4;0.6;0.4;0.5922222222222083;31820;33;6850;296902;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908575844;10;6;2;10;0.4;0.6;0.4;0.5922222222222083;432100;74;104;78332;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908576868;10;7;1;10;0.4;0.7;0.4;0.7011111111110925;104810;60;11338;910769;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908576868;10;7;1;10;0.4;0.7;0.4;0.7011111111110925;32100;33;108;39658;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908578019;10;6;1;10;0.4;0.8;0.4;0.8016666666666437;158970;68;14640;1301855;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908578019;10;6;1;10;0.4;0.8;0.4;0.8016666666666437;632100;88;108;115009;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908579344;10;6;1;10;0.4;0.9;0.4;0.9072222222221946;1565970;176;70344;8708831;454;0;7;7
DPOP;0;randomMaxDisCSP_1548908579344;10;6;1;10;0.4;0.9;0.4;0.9072222222221946;92100;46;108;50295;4573;3;7;7
AFB;0;randomMaxDisCSP_1548908582044;10;6;1;10;0.4;0.99;0.4;0.9911111111110799;351130;104;27215;3098295;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908582044;10;6;1;10;0.4;0.99;0.4;0.9911111111110799;622100;96;108;119117;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908583737;10;7;1;10;0.4;0.4;0.4;0.42611111111110445;5090;19;6000;201617;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908583737;10;7;1;10;0.4;0.4;0.4;0.42611111111110445;432100;71;108;82872;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908584670;10;5;1;10;0.4;0.5;0.4;0.5094444444444342;4500;26;5897;187636;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908584670;10;5;1;10;0.4;0.5;0.4;0.5094444444444342;371100;67;110;83380;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908585669;10;6;1;10;0.4;0.6;0.4;0.6233333333333181;21500;40;7061;346296;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908585669;10;6;1;10;0.4;0.6;0.4;0.6233333333333181;71100;37;108;50741;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908586670;10;6;1;10;0.4;0.7;0.4;0.6999999999999814;160420;57;12256;1019180;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908586670;10;6;1;10;0.4;0.7;0.4;0.6999999999999814;621100;83;108;119117;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908587923;10;5;2;10;0.4;0.8;0.4;0.7922222222221996;1283540;169;48578;5567088;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908587923;10;5;2;10;0.4;0.8;0.4;0.7922222222221996;342100;48;104;125605;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908590166;10;6;1;10;0.4;0.9;0.4;0.9033333333333059;1860560;222;108048;14029046;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908590166;10;6;1;10;0.4;0.9;0.4;0.9033333333333059;62100;31;108;46615;4573;3;6;6
AFB;0;randomMaxDisCSP_1548908593719;10;8;1;10;0.4;0.99;0.4;0.9927777777777465;299880;98;26332;2939816;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908593719;10;8;1;10;0.4;0.99;0.4;0.9927777777777465;72100;45;108;46627;4573;3;13;13
AFB;0;randomMaxDisCSP_1548908595495;10;6;1;10;0.4;0.4;0.4;0.4111111111111051;4750;20;6025;204396;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908595495;10;6;1;10;0.4;0.4;0.4;0.4111111111111051;323100;62;109;82898;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908596441;10;6;1;10;0.4;0.5;0.4;0.48499999999999077;3480;21;5810;176629;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908596441;10;6;1;10;0.4;0.5;0.4;0.48499999999999077;261100;71;108;82875;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908597383;10;6;1;10;0.4;0.6;0.4;0.612777777777763;69290;47;9859;719529;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908597383;10;6;1;10;0.4;0.6;0.4;0.612777777777763;324100;69;108;75943;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908598502;10;6;1;10;0.4;0.7;0.4;0.6983333333333148;52120;37;8842;570301;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908598502;10;6;1;10;0.4;0.7;0.4;0.6983333333333148;461100;84;108;119545;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908599594;10;6;1;10;0.4;0.8;0.4;0.8122222222221988;3113740;287;115215;14739453;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908599594;10;6;1;10;0.4;0.8;0.4;0.8122222222221988;282100;69;108;90663;40797;4;3;3
AFB;0;randomMaxDisCSP_1548908603427;10;6;1;10;0.4;0.9;0.4;0.9005555555555282;3345610;377;228097;29801784;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908603427;10;6;1;10;0.4;0.9;0.4;0.9005555555555282;1652100;195;109;564944;402602;5;6;6
AFB;0;randomMaxDisCSP_1548908609983;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;42558330;3253;1631632;229987371;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908609983;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;52100;36;108;43381;4573;3;12;12
AFB;0;randomMaxDisCSP_1548908647823;10;6;1;10;0.4;0.4;0.4;0.3988888888888834;4920;19;6140;219328;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908647823;10;6;1;10;0.4;0.4;0.4;0.3988888888888834;621100;77;108;119043;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908648787;10;7;1;10;0.4;0.5;0.4;0.49888888888887906;21980;30;6875;316823;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908648787;10;7;1;10;0.4;0.5;0.4;0.49888888888887906;44100;32;108;47018;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908649725;10;6;1;10;0.4;0.6;0.4;0.60444444444443;51410;35;8023;471486;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908649725;10;6;1;10;0.4;0.6;0.4;0.60444444444443;524100;79;109;115899;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908650788;10;5;1;10;0.4;0.7;0.4;0.6999999999999814;405220;107;22561;2452379;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908650788;10;5;1;10;0.4;0.7;0.4;0.6999999999999814;423100;72;108;155760;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908652483;10;5;1;10;0.4;0.8;0.4;0.7938888888888662;961390;145;52673;6429448;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908652483;10;5;1;10;0.4;0.8;0.4;0.7938888888888662;661100;100;108;163135;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908654833;10;5;1;10;0.4;0.9;0.4;0.905555555555528;1330580;190;61589;7584851;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908654833;10;5;1;10;0.4;0.9;0.4;0.905555555555528;262100;68;108;82848;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908657434;10;7;1;10;0.4;0.99;0.4;0.9877777777777467;578940;123;34721;4055484;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908657434;10;7;1;10;0.4;0.99;0.4;0.9877777777777467;39100;45;108;39698;4573;3;12;12
AFB;0;randomMaxDisCSP_1548908659379;10;6;1;10;0.4;0.4;0.4;0.3866666666666617;6860;21;5964;196667;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908659379;10;6;1;10;0.4;0.4;0.4;0.3866666666666617;421100;81;109;79643;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908660314;10;5;1;10;0.4;0.5;0.4;0.4961111111111014;23850;38;7757;436905;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908660314;10;5;1;10;0.4;0.5;0.4;0.4961111111111014;1552100;249;108;524515;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908661596;10;6;1;10;0.4;0.6;0.4;0.5955555555555415;89660;42;9849;713460;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908661596;10;6;1;10;0.4;0.6;0.4;0.5955555555555415;2252100;174;108;484620;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908662818;10;7;1;10;0.4;0.7;0.4;0.6966666666666482;103120;53;10432;776231;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908662818;10;7;1;10;0.4;0.7;0.4;0.6966666666666482;74100;45;108;46609;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908664031;10;5;2;10;0.4;0.8;0.4;0.8099999999999766;456140;120;23738;2419474;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908664031;10;5;2;10;0.4;0.8;0.4;0.8099999999999766;3552100;210;104;519990;402602;5;2;2
AFB;0;randomMaxDisCSP_1548908665836;10;7;1;10;0.4;0.9;0.4;0.9033333333333059;1312280;253;99868;12864471;454;0;7;7
DPOP;0;randomMaxDisCSP_1548908665836;10;7;1;10;0.4;0.9;0.4;0.9033333333333059;72100;42;108;47058;4573;3;7;7
AFB;0;randomMaxDisCSP_1548908669188;10;6;1;10;0.4;0.99;0.4;0.9916666666666354;3633070;393;237312;32102079;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908669188;10;6;1;10;0.4;0.99;0.4;0.9916666666666354;442100;73;109;130637;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908675800;10;7;2;10;0.4;0.4;0.4;0.39777777777777235;3110;21;5847;171637;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908675800;10;7;2;10;0.4;0.4;0.4;0.39777777777777235;64100;30;104;45325;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908676696;10;8;1;10;0.4;0.5;0.4;0.48499999999999077;9990;28;6219;230276;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908676696;10;8;1;10;0.4;0.5;0.4;0.48499999999999077;102100;59;108;54359;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908677674;10;5;1;10;0.4;0.6;0.4;0.5983333333333192;15130;28;6401;255852;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908677674;10;5;1;10;0.4;0.6;0.4;0.5983333333333192;363100;62;108;86971;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908678626;10;8;1;10;0.4;0.7;0.4;0.711111111111092;144900;49;11380;896389;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908678626;10;8;1;10;0.4;0.7;0.4;0.711111111111092;72100;43;108;46627;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908679815;10;5;1;10;0.4;0.8;0.4;0.7777777777777558;183090;58;12760;1101764;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908679815;10;5;1;10;0.4;0.8;0.4;0.7777777777777558;351100;68;109;82900;40797;4;2;2
AFB;0;randomMaxDisCSP_1548908681057;10;5;1;10;0.4;0.9;0.4;0.9011111111110838;1485100;161;62415;7644232;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908681057;10;5;1;10;0.4;0.9;0.4;0.9011111111110838;554100;86;108;119090;40797;4;6;6
AFB;0;randomMaxDisCSP_1548908683532;10;6;1;10;0.4;0.99;0.4;0.9866666666666356;2698290;377;149316;20188986;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908683532;10;6;1;10;0.4;0.99;0.4;0.9866666666666356;62100;45;108;46633;4573;3;13;13
AFB;0;randomMaxDisCSP_1548908688045;10;7;1;10;0.4;0.4;0.4;0.37666666666666215;1830;15;5780;172491;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908688045;10;7;1;10;0.4;0.4;0.4;0.37666666666666215;64100;29;108;39270;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908688936;10;6;1;10;0.4;0.5;0.4;0.48777777777776843;6390;24;6144;219946;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908688936;10;6;1;10;0.4;0.5;0.4;0.48777777777776843;63100;32;108;46615;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908689836;10;7;1;10;0.4;0.6;0.4;0.5872222222222085;22930;30;6881;316720;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908689836;10;7;1;10;0.4;0.6;0.4;0.5872222222222085;264200;75;108;79192;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908690839;10;5;1;10;0.4;0.7;0.4;0.7038888888888701;89660;45;9845;698409;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908690839;10;5;1;10;0.4;0.7;0.4;0.7038888888888701;4621100;346;109;919395;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908692349;10;8;1;10;0.4;0.8;0.4;0.7922222222221996;164680;72;14187;1263499;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908692349;10;8;1;10;0.4;0.8;0.4;0.7922222222221996;72100;50;108;47055;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908693684;10;6;1;10;0.4;0.9;0.4;0.9105555555555278;4026030;352;191880;24882264;454;0;7;7
DPOP;0;randomMaxDisCSP_1548908693684;10;6;1;10;0.4;0.9;0.4;0.9105555555555278;661100;102;108;162719;40797;4;7;7
AFB;0;randomMaxDisCSP_1548908699276;10;7;1;10;0.4;0.99;0.4;0.9911111111110799;103210;57;14529;1344857;454;0;14;14
DPOP;0;randomMaxDisCSP_1548908699276;10;7;1;10;0.4;0.99;0.4;0.9911111111110799;34100;29;108;39270;4573;3;14;14
