algorithm;timed out;problem instance;domain size;max degree;number of disconnected components;number of variables;target density p1;target tightness p2;true average density p1;true average tightness p2;NCCCs;simulated time (in ms);number of messages;total message size (in bytes);maximum message size (in bytes);induced treewidth;reported cost;true cost
AFB;0;randomMaxDisCSP_1548907490853;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;938910;175;75382;9592406;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907490853;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;253100;67;109;83355;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907493765;10;5;1;10;0.4;0.4;0.4;0.3966666666666613;7480;20;6086;213162;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907493765;10;5;1;10;0.4;0.4;0.4;0.3966666666666613;512100;107;108;123150;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907494814;10;6;1;10;0.4;0.5;0.4;0.5016666666666567;24220;31;7091;348661;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907494814;10;6;1;10;0.4;0.5;0.4;0.5016666666666567;154100;78;108;83237;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907495811;10;5;1;10;0.4;0.6;0.4;0.5966666666666526;26380;28;7061;341727;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907495811;10;5;1;10;0.4;0.6;0.4;0.5966666666666526;54100;40;108;46574;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907496789;10;5;1;10;0.4;0.7;0.4;0.6944444444444261;92140;51;10773;839122;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907496789;10;5;1;10;0.4;0.7;0.4;0.6944444444444261;82100;46;109;50766;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907497904;10;5;1;10;0.4;0.8;0.4;0.8044444444444213;1486090;196;80649;10151620;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907497904;10;5;1;10;0.4;0.8;0.4;0.8044444444444213;452100;99;108;119518;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907500941;10;7;1;10;0.4;0.9;0.4;0.9022222222221948;516600;94;30618;3393972;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907500941;10;7;1;10;0.4;0.9;0.4;0.9022222222221948;32100;39;108;42501;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907502669;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;414910;100;33726;3873706;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907502669;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;94100;54;108;50313;4573;3;13;13
AFB;0;randomMaxDisCSP_1548907504503;10;6;1;10;0.4;0.4;0.4;0.4127777777777717;5770;23;5958;195826;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907504503;10;6;1;10;0.4;0.4;0.4;0.4127777777777717;71100;35;108;58045;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907505407;10;6;1;10;0.4;0.5;0.4;0.497777777777768;22970;27;6663;291183;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907505407;10;6;1;10;0.4;0.5;0.4;0.497777777777768;92100;42;109;50365;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907506355;10;6;1;10;0.4;0.6;0.4;0.6011111111110968;9880;27;6441;258729;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907506355;10;6;1;10;0.4;0.6;0.4;0.6011111111110968;62100;37;108;42917;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907507283;10;5;1;10;0.4;0.7;0.4;0.6944444444444261;891740;136;44566;5349621;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907507283;10;5;1;10;0.4;0.7;0.4;0.6944444444444261;542100;66;109;122807;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907509438;10;7;1;10;0.4;0.8;0.4;0.798888888888866;365980;107;28571;3103407;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907509438;10;7;1;10;0.4;0.8;0.4;0.798888888888866;364100;69;108;78764;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907511200;10;5;1;10;0.4;0.9;0.4;0.9022222222221948;27288490;1833;952061;128567152;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907511200;10;5;1;10;0.4;0.9;0.4;0.9022222222221948;4442100;353;109;926770;402602;5;6;6
AFB;0;randomMaxDisCSP_1548907535411;10;5;1;10;0.4;0.99;0.4;0.9916666666666354;9947640;769;484158;65989844;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907535411;10;5;1;10;0.4;0.99;0.4;0.9916666666666354;851100;101;110;203176;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907547596;10;7;1;10;0.4;0.4;0.4;0.4072222222222164;8560;26;6140;219460;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907547596;10;7;1;10;0.4;0.4;0.4;0.4072222222222164;431100;68;108;79192;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907548546;10;5;2;10;0.4;0.5;0.4;0.489444444444435;7470;23;5965;186330;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907548546;10;5;2;10;0.4;0.5;0.4;0.489444444444435;611100;75;105;194436;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907549544;10;5;1;10;0.4;0.6;0.4;0.6111111111110964;19170;34;6747;299603;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907549544;10;5;1;10;0.4;0.6;0.4;0.6111111111110964;734100;90;108;155332;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907550585;10;5;1;10;0.4;0.7;0.4;0.701666666666648;32000;31;7466;396867;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907550585;10;5;1;10;0.4;0.7;0.4;0.701666666666648;431100;80;109;82885;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907551614;10;6;1;10;0.4;0.8;0.4;0.7949999999999773;786480;116;52163;6270998;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907551614;10;6;1;10;0.4;0.8;0.4;0.7949999999999773;282100;88;108;82857;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907553941;10;5;1;10;0.4;0.9;0.4;0.8994444444444172;8315900;579;323673;42856032;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907553941;10;5;1;10;0.4;0.9;0.4;0.8994444444444172;401100;57;110;94450;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907562562;10;7;1;10;0.4;0.99;0.4;0.9899999999999688;12164040;1042;652027;88242651;454;0;14;14
DPOP;0;randomMaxDisCSP_1548907562562;10;7;1;10;0.4;0.99;0.4;0.9899999999999688;72100;44;108;46630;4573;3;14;14
AFB;0;randomMaxDisCSP_1548907577532;10;7;1;10;0.4;0.4;0.4;0.40499999999999425;2330;17;5817;177236;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907577532;10;7;1;10;0.4;0.4;0.4;0.40499999999999425;54100;34;108;42950;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907578395;10;6;1;10;0.4;0.5;0.4;0.4922222222222127;4580;21;5882;185431;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907578395;10;6;1;10;0.4;0.5;0.4;0.4922222222222127;271100;75;108;86935;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907579330;10;7;2;10;0.4;0.6;0.4;0.6105555555555409;73960;47;8467;502086;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907579330;10;7;2;10;0.4;0.6;0.4;0.6105555555555409;82100;34;104;45785;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907580372;10;5;1;10;0.4;0.7;0.4;0.6811111111110933;80780;43;10069;730673;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907580372;10;5;1;10;0.4;0.7;0.4;0.6811111111110933;812100;89;108;158997;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907581519;10;6;1;10;0.4;0.8;0.4;0.8161111111110875;980310;179;36222;4395621;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907581519;10;6;1;10;0.4;0.8;0.4;0.8161111111110875;82100;57;108;50741;4573;3;2;2
AFB;0;randomMaxDisCSP_1548907583487;10;6;2;10;0.4;0.9;0.4;0.9011111111110838;1071920;136;37457;4119698;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907583487;10;6;2;10;0.4;0.9;0.4;0.9011111111110838;91100;44;104;49008;4573;3;6;6
AFB;0;randomMaxDisCSP_1548907585394;10;6;1;10;0.4;0.99;0.4;0.9922222222221909;947540;148;67244;8368952;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907585394;10;6;1;10;0.4;0.99;0.4;0.9922222222221909;444100;66;108;123225;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907588030;10;6;1;10;0.4;0.4;0.4;0.39444444444443916;5080;21;5939;193278;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907588030;10;6;1;10;0.4;0.4;0.4;0.39444444444443916;343100;64;109;83323;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907588979;10;6;1;10;0.4;0.5;0.4;0.5011111111111012;14440;24;6376;250671;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907588979;10;6;1;10;0.4;0.5;0.4;0.5011111111111012;292100;74;108;126459;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907589952;10;6;1;10;0.4;0.6;0.4;0.6049999999999855;7560;24;6073;211273;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907589952;10;6;1;10;0.4;0.6;0.4;0.6049999999999855;361100;67;108;82875;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907590898;10;7;1;10;0.4;0.7;0.4;0.7027777777777591;93750;54;9698;689836;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907590898;10;7;1;10;0.4;0.7;0.4;0.7027777777777591;114100;48;108;50738;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907592018;10;6;2;10;0.4;0.8;0.4;0.7977777777777549;462180;102;26782;2726761;454;0;4;4
DPOP;0;randomMaxDisCSP_1548907592018;10;6;2;10;0.4;0.8;0.4;0.7977777777777549;732100;74;104;117416;40797;4;4;4
AFB;0;randomMaxDisCSP_1548907593629;10;6;1;10;0.4;0.9;0.4;0.8911111111110842;1491640;204;82696;10430761;454;0;5;5
DPOP;0;randomMaxDisCSP_1548907593629;10;6;1;10;0.4;0.9;0.4;0.8911111111110842;612100;70;108;126905;40797;4;5;5
AFB;0;randomMaxDisCSP_1548907596676;10;6;1;10;0.4;0.99;0.4;0.9905555555555243;38764470;3552;2591464;352719023;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907596676;10;6;1;10;0.4;0.99;0.4;0.9905555555555243;271200;53;109;90287;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907656334;10;5;1;10;0.4;0.4;0.4;0.39111111111110597;5350;23;5907;189141;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907656334;10;5;1;10;0.4;0.4;0.4;0.39111111111110597;733200;82;109;159064;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907657283;10;6;1;10;0.4;0.5;0.4;0.5161111111111005;13920;23;6248;233151;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907657283;10;6;1;10;0.4;0.5;0.4;0.5161111111111005;562200;83;108;118671;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907658238;10;7;2;10;0.4;0.6;0.4;0.5911111111110973;26190;43;6902;304862;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907658238;10;7;2;10;0.4;0.6;0.4;0.5911111111110973;422100;61;104;89387;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907659260;10;5;1;10;0.4;0.7;0.4;0.6861111111110931;264930;70;15597;1481619;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907659260;10;5;1;10;0.4;0.7;0.4;0.6861111111110931;421100;79;111;122911;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907660625;10;6;1;10;0.4;0.8;0.4;0.8199999999999762;274450;73;17870;1770851;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907660625;10;6;1;10;0.4;0.8;0.4;0.8199999999999762;4314100;212;108;477260;402602;5;3;3
AFB;0;randomMaxDisCSP_1548907662196;10;6;1;10;0.4;0.9;0.4;0.8994444444444172;3035880;288;158330;20640391;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907662196;10;6;1;10;0.4;0.9;0.4;0.8994444444444172;62100;38;109;47116;4573;3;7;7
AFB;0;randomMaxDisCSP_1548907666803;10;5;2;10;0.4;0.99;0.4;0.9922222222221909;5755500;525;283622;35534953;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907666803;10;5;2;10;0.4;0.99;0.4;0.9922222222221909;523100;69;104;158167;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907674329;10;6;1;10;0.4;0.4;0.4;0.40666666666666085;4680;19;5911;189661;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907674329;10;6;1;10;0.4;0.4;0.4;0.40666666666666085;92100;42;108;50265;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907675252;10;5;1;10;0.4;0.5;0.4;0.5016666666666567;30400;37;7175;358839;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907675252;10;5;1;10;0.4;0.5;0.4;0.5016666666666567;462100;76;108;82848;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907676316;10;6;1;10;0.4;0.6;0.4;0.5888888888888751;19350;29;6763;302905;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907676316;10;6;1;10;0.4;0.6;0.4;0.5888888888888751;63100;46;108;42953;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907677277;10;6;1;10;0.4;0.7;0.4;0.7061111111110923;917430;127;38556;4507719;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907677277;10;6;1;10;0.4;0.7;0.4;0.7061111111110923;324100;80;108;83263;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907679263;10;6;1;10;0.4;0.8;0.4;0.789444444444422;729820;113;32475;3623441;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907679263;10;6;1;10;0.4;0.8;0.4;0.789444444444422;432200;79;108;78289;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907681112;10;5;1;10;0.4;0.9;0.4;0.8955555555555285;2374780;252;112717;14479725;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907681112;10;5;1;10;0.4;0.9;0.4;0.8955555555555285;482100;79;108;122770;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907684800;10;7;1;10;0.4;0.99;0.4;0.9899999999999688;445610;108;36830;4386937;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907684800;10;7;1;10;0.4;0.99;0.4;0.9899999999999688;72100;48;109;50742;4573;3;12;12
AFB;0;randomMaxDisCSP_1548907686670;10;6;1;10;0.4;0.4;0.4;0.3955555555555502;2650;15;5947;194671;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907686670;10;6;1;10;0.4;0.4;0.4;0.3955555555555502;492100;96;108;122369;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907687599;10;6;1;10;0.4;0.5;0.4;0.5088888888888786;4490;20;6024;204525;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907687599;10;6;1;10;0.4;0.5;0.4;0.5088888888888786;732100;88;108;155341;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907688550;10;7;1;10;0.4;0.6;0.4;0.577222222222209;18910;25;6758;301308;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907688550;10;7;1;10;0.4;0.6;0.4;0.577222222222209;722100;88;108;115006;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907689559;10;6;1;10;0.4;0.7;0.4;0.719444444444425;724580;128;35341;4098688;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907689559;10;6;1;10;0.4;0.7;0.4;0.719444444444425;271100;52;109;90287;40797;4;1;1
AFB;0;randomMaxDisCSP_1548907691496;10;8;2;10;0.4;0.8;0.4;0.7911111111110886;328860;96;24649;2508241;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907691496;10;8;2;10;0.4;0.8;0.4;0.7911111111110886;82100;40;104;49034;4573;3;2;2
AFB;0;randomMaxDisCSP_1548907693062;10;6;1;10;0.4;0.9;0.4;0.8861111111110844;9894180;609;331601;44131868;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907693062;10;6;1;10;0.4;0.9;0.4;0.8861111111110844;761100;94;108;159039;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907701830;10;5;1;10;0.4;0.99;0.4;0.9894444444444133;1086720;181;64358;8228678;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907701830;10;5;1;10;0.4;0.99;0.4;0.9894444444444133;412100;81;108;90208;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907704464;10;6;1;10;0.4;0.4;0.4;0.3949999999999947;3830;20;5803;175611;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907704464;10;6;1;10;0.4;0.4;0.4;0.3949999999999947;2614100;171;109;520914;402602;5;0;0
AFB;0;randomMaxDisCSP_1548907705527;10;6;1;10;0.4;0.5;0.4;0.48277777777776865;13720;26;6452;261028;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907705527;10;6;1;10;0.4;0.5;0.4;0.48277777777776865;81100;39;109;47089;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907706540;10;7;1;10;0.4;0.6;0.4;0.6011111111110968;5040;18;6079;211452;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907706540;10;7;1;10;0.4;0.6;0.4;0.6011111111110968;62100;35;108;42522;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907707419;10;7;1;10;0.4;0.7;0.4;0.7211111111110916;143400;55;12226;1005995;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907707419;10;7;1;10;0.4;0.7;0.4;0.7211111111110916;72100;41;108;46630;4573;3;2;2
AFB;0;randomMaxDisCSP_1548907708690;10;7;1;10;0.4;0.8;0.4;0.789444444444422;279060;81;13368;1172605;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907708690;10;7;1;10;0.4;0.8;0.4;0.789444444444422;52100;35;108;42950;4573;3;2;2
AFB;0;randomMaxDisCSP_1548907709925;10;6;1;10;0.4;0.9;0.4;0.8999999999999727;1709350;209;107564;13580221;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907709925;10;6;1;10;0.4;0.9;0.4;0.8999999999999727;754100;93;108;159039;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907713691;10;6;1;10;0.4;0.99;0.4;0.9866666666666356;4876070;434;238329;31404204;454;0;11;11
DPOP;0;randomMaxDisCSP_1548907713691;10;6;1;10;0.4;0.99;0.4;0.9866666666666356;822100;92;109;158663;40797;4;11;11
AFB;0;randomMaxDisCSP_1548907720155;10;5;1;10;0.4;0.4;0.4;0.4072222222222164;5640;19;5872;184972;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907720155;10;5;1;10;0.4;0.4;0.4;0.4072222222222164;542100;83;108;123173;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907721161;10;7;1;10;0.4;0.5;0.4;0.5261111111111001;10690;24;6436;258214;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907721161;10;7;1;10;0.4;0.5;0.4;0.5261111111111001;52100;36;108;42950;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907722095;10;6;2;10;0.4;0.6;0.4;0.6049999999999855;38010;38;7374;366098;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907722095;10;6;2;10;0.4;0.6;0.4;0.6049999999999855;432100;59;104;118272;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907723122;10;5;1;10;0.4;0.7;0.4;0.7133333333333142;102000;51;9399;649392;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907723122;10;5;1;10;0.4;0.7;0.4;0.7133333333333142;2611100;192;110;525062;402602;5;1;1
AFB;0;randomMaxDisCSP_1548907724507;10;5;1;10;0.4;0.8;0.4;0.7938888888888662;534510;116;22592;2424253;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907724507;10;5;1;10;0.4;0.8;0.4;0.7938888888888662;61100;53;110;50818;4573;3;2;2
AFB;0;randomMaxDisCSP_1548907726115;10;6;1;10;0.4;0.9;0.4;0.9083333333333057;1113320;188;106446;13454139;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907726115;10;6;1;10;0.4;0.9;0.4;0.9083333333333057;252100;66;108;83285;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907729747;10;7;1;10;0.4;0.99;0.4;0.9911111111110799;12686700;890;572020;78119865;454;0;14;14
DPOP;0;randomMaxDisCSP_1548907729747;10;7;1;10;0.4;0.99;0.4;0.9911111111110799;61100;50;108;42950;4573;3;14;14
AFB;0;randomMaxDisCSP_1548907743358;10;5;1;10;0.4;0.4;0.4;0.39611111111110575;8820;21;6041;206999;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907743358;10;5;1;10;0.4;0.4;0.4;0.39611111111110575;281100;59;108;94275;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907744325;10;6;1;10;0.4;0.5;0.4;0.4833333333333242;5190;23;6084;212442;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907744325;10;6;1;10;0.4;0.5;0.4;0.4833333333333242;72100;32;108;43323;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907745219;10;5;1;10;0.4;0.6;0.4;0.5616666666666541;10560;26;6072;210822;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907745219;10;5;1;10;0.4;0.6;0.4;0.5616666666666541;961100;104;108;198934;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907746222;10;7;1;10;0.4;0.7;0.4;0.6805555555555378;141200;46;11090;858260;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907746222;10;7;1;10;0.4;0.7;0.4;0.6805555555555378;82100;52;108;46202;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907747363;10;5;1;10;0.4;0.8;0.4;0.807222222222199;4938680;374;166705;21854137;454;0;2;2
DPOP;0;randomMaxDisCSP_1548907747363;10;5;1;10;0.4;0.8;0.4;0.807222222222199;1061100;119;108;239243;40797;4;2;2
AFB;0;randomMaxDisCSP_1548907752684;10;7;1;10;0.4;0.9;0.4;0.9111111111110833;1837900;210;90078;11371385;454;0;7;7
DPOP;0;randomMaxDisCSP_1548907752684;10;7;1;10;0.4;0.9;0.4;0.9111111111110833;75100;38;108;47018;4573;3;7;7
AFB;0;randomMaxDisCSP_1548907755891;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;963860;162;67325;8475385;454;0;13;13
DPOP;0;randomMaxDisCSP_1548907755891;10;6;1;10;0.4;0.99;0.4;0.9883333333333022;334100;75;108;79159;40797;4;13;13
AFB;0;randomMaxDisCSP_1548907758575;10;5;1;10;0.4;0.4;0.4;0.4111111111111051;3160;18;5839;180388;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907758575;10;5;1;10;0.4;0.4;0.4;0.4111111111111051;5612100;358;109;918967;402602;5;0;0
AFB;0;randomMaxDisCSP_1548907759835;10;6;1;10;0.4;0.5;0.4;0.5077777777777676;10380;25;6468;265694;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907759835;10;6;1;10;0.4;0.5;0.4;0.5077777777777676;323100;67;109;122849;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907760812;10;5;1;10;0.4;0.6;0.4;0.6016666666666524;74220;54;8989;604940;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907760812;10;5;1;10;0.4;0.6;0.4;0.6016666666666524;481100;82;109;123202;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907761934;10;7;1;10;0.4;0.7;0.4;0.7083333333333144;150010;54;11026;862238;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907761934;10;7;1;10;0.4;0.7;0.4;0.7083333333333144;62100;34;108;46202;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907763079;10;6;1;10;0.4;0.8;0.4;0.8116666666666432;200810;64;16374;1544942;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907763079;10;6;1;10;0.4;0.8;0.4;0.8116666666666432;334100;75;108;83263;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907764469;10;6;1;10;0.4;0.9;0.4;0.8933333333333063;2761270;244;102643;12944151;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907764469;10;6;1;10;0.4;0.9;0.4;0.8933333333333063;734100;108;108;155359;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907767968;10;5;1;10;0.4;0.99;0.4;0.9894444444444133;523940;132;50356;6187930;454;0;11;11
DPOP;0;randomMaxDisCSP_1548907767968;10;5;1;10;0.4;0.99;0.4;0.9894444444444133;821100;88;109;118684;40797;4;11;11
AFB;0;randomMaxDisCSP_1548907770242;10;6;2;10;0.4;0.4;0.4;0.38555555555555066;4180;25;5861;173312;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907770242;10;6;2;10;0.4;0.4;0.4;0.38555555555555066;3552100;272;104;519951;402602;5;0;0
AFB;0;randomMaxDisCSP_1548907771470;10;7;1;10;0.4;0.5;0.4;0.49555555555554587;3150;16;5862;183015;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907771470;10;7;1;10;0.4;0.5;0.4;0.49555555555554587;82100;44;108;46202;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907772383;10;7;1;10;0.4;0.6;0.4;0.6094444444444298;10110;31;6168;223636;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907772383;10;7;1;10;0.4;0.6;0.4;0.6094444444444298;342100;65;108;83300;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907773337;10;6;1;10;0.4;0.7;0.4;0.6983333333333148;96910;52;9968;742887;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907773337;10;6;1;10;0.4;0.7;0.4;0.6983333333333148;84100;52;108;50741;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907774450;10;7;1;10;0.4;0.8;0.4;0.8011111111110881;150330;62;16515;1574632;454;0;3;3
DPOP;0;randomMaxDisCSP_1548907774450;10;7;1;10;0.4;0.8;0.4;0.8011111111110881;432100;73;108;78336;40797;4;3;3
AFB;0;randomMaxDisCSP_1548907775784;10;6;1;10;0.4;0.9;0.4;0.9072222222221946;2206280;220;97141;12376262;454;0;6;6
DPOP;0;randomMaxDisCSP_1548907775784;10;6;1;10;0.4;0.9;0.4;0.9072222222221946;254100;69;108;82857;40797;4;6;6
AFB;0;randomMaxDisCSP_1548907779174;10;6;1;10;0.4;0.99;0.4;0.9922222222221909;693300;126;35922;4315616;454;0;12;12
DPOP;0;randomMaxDisCSP_1548907779174;10;6;1;10;0.4;0.99;0.4;0.9922222222221909;422100;75;108;122369;40797;4;12;12
AFB;0;randomMaxDisCSP_1548907781090;10;6;1;10;0.4;0.4;0.4;0.39277777777777256;4130;24;5901;188500;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907781090;10;6;1;10;0.4;0.4;0.4;0.39277777777777256;382200;61;108;82407;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907782109;10;6;1;10;0.4;0.5;0.4;0.5283333333333222;4520;18;5870;184256;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907782109;10;6;1;10;0.4;0.5;0.4;0.5283333333333222;542100;88;108;119545;40797;4;0;0
AFB;0;randomMaxDisCSP_1548907783030;10;7;1;10;0.4;0.6;0.4;0.6022222222222079;18730;26;6554;275534;454;0;0;0
DPOP;0;randomMaxDisCSP_1548907783030;10;7;1;10;0.4;0.6;0.4;0.6022222222222079;53100;35;108;46630;4573;3;0;0
AFB;0;randomMaxDisCSP_1548907784011;10;6;1;10;0.4;0.7;0.4;0.6966666666666482;60940;34;8312;504434;454;0;1;1
DPOP;0;randomMaxDisCSP_1548907784011;10;6;1;10;0.4;0.7;0.4;0.6966666666666482;61100;41;109;50796;4573;3;1;1
AFB;0;randomMaxDisCSP_1548907785021;10;6;1;10;0.4;0.8;0.4;0.8011111111110881;276020;84;21517;2203792;454;0;3;3
